Country,Region,City,Population,Census_Year,Census_Date,Budget_USD,Actual_Spent_USD,Delay_Days,Census_Status,Supervisor,Households_Surveyed,Field_Workers,Data_Quality_Score
Brazil,West,City_279,3904411,2012,03/11/2012,4372899.89,4377693.78,,Completed,Wei Zhang,8390,9,72.18
UK,North,City_47,1847678,1998,08/12/1998,2640734.06,2672018.77,73,In Progress,Wei Zhang,9603,47,57.35
India,West,City_237,4630184,2016,07/09/2016,3080120.51,3125510.86,146,,Wei Zhang,7792,38,69.78
Canada,East,City_181,1918119,2008,20/10/2008,3620868.93,3648504.48,8,Cancelled,Wei Zhang,5171,21,
Nigeria,South,City_21,1692266,2008,20/10/2008,1503846.56,1525111.36,,In Progress,Ali Khan,2240,4,79.54
UK,West,City_168,3107380,2004,19/09/2004,288068.51,312740.79,152,Delayed,Ali Khan,2447,2,96.34
South Africa,West,City_24,1260205,1996,21/01/1996,1880426.44,1891265.59,0,Completed,,5930,30,93.65
UK,South,City_308,168353,2008,05/12/2008,3201348.96,3230458.1,,,Wei Zhang,9984,23,98.01
Brazil,Central,City_386,4469802,1998,02/05/1998,729423.59,745119.09,0,In Progress,Jane Smith,1794,34,92.38
Brazil,South,City_343,495098,2005,18/08/2005,3058169.13,3098791.21,0,Completed,Ali Khan,206,1,79.47
South Africa,Central,City_173,3465761,2004,10/02/2004,4036616.8,4052981.01,0,,Ali Khan,204,17,72.46
South Africa,East,City_255,3005436,2001,11/04/2001,1568005.22,1583549.75,0,Completed,Jane Smith,8697,43,92.77
UK,East,City_241,3503117,2004,25/04/2004,1394063.52,1412184.1,0,,,6796,49,71.08
Brazil,Central,City_412,4765279,2002,24/06/2002,1950584.66,1985182.99,0,Delayed,Wei Zhang,5571,2,90.96
Canada,East,City_370,1314903,2000,27/11/2000,922511.72,972483.51,,,John Doe,315,11,
India,Central,City_109,6291,2012,25/01/2012,370537.8,398731.97,0,Cancelled,John Doe,9727,45,91.77
China,Central,City_72,4727871,1998,23/06/1998,2800319.14,2795896.63,0,,,5119,13,97.54
USA,West,City_48,2439515,2003,24/05/2003,1308238.44,1315564.02,0,Delayed,John Doe,1841,4,57.68
China,Central,City_52,1346475,2021,28/07/2021,3281078.35,3276908.72,,Completed,,2689,31,94.23
UK,North,City_253,1110534,2014,26/03/2014,,46477.59,101,,,1265,28,72.56
USA,West,City_126,4107022,2018,24/03/2018,352800.92,360336.7,0,,Wei Zhang,9092,26,65.9
China,East,City_292,2514810,1997,08/11/1997,3352579.2,3349994.27,129,Cancelled,Ali Khan,2803,5,87.49
UK,Central,City_16,428696,1998,20/11/1998,2607528.65,2620434.21,0,,Wei Zhang,8556,6,95.64
India,South,City_367,1936193,1996,03/07/1996,655550.11,699495.86,0,,,927,20,83.59
Brazil,Central,City_146,4405795,2012,27/11/2012,2565569.64,2570471.28,146,,Wei Zhang,2126,41,93.14
South Africa,West,City_120,925043,1996,12/05/1996,1462775.47,1487629.04,,Completed,,3145,7,57.61
Nigeria,North,City_281,3544559,2019,08/09/2019,2989723.09,3007246.87,0,Cancelled,Wei Zhang,7123,9,88.05
Australia,North,City_418,362411,2010,28/02/2010,544137.63,591508.17,0,In Progress,John Doe,3095,42,98.92
India,West,City_13,3041381,2012,07/10/2012,2966687.23,2997478.15,0,Delayed,Ali Khan,6333,19,70.04
USA,Central,City_272,2855282,2004,28/12/2004,3754428.29,3762334.38,0,Delayed,Wei Zhang,4360,47,91.32
China,West,City_304,2961895,2001,01/05/2001,1236506.46,1263628.14,0,,Wei Zhang,7794,9,86.47
Germany,West,City_249,1099834,2010,03/10/2010,3188780.06,3232700.37,,Delayed,,2881,19,77.02
Australia,Central,City_275,1076089,2015,19/09/2015,1184655.2,1224999.16,,,John Doe,8646,35,65.97
Germany,North,City_314,2155917,2006,03/07/2006,1457611.91,1497784.44,,Delayed,Wei Zhang,6697,14,76.49
USA,West,City_26,3775389,2002,28/12/2002,459538.75,501212.01,,,,9320,38,52.68
Nigeria,North,City_158,371456,2006,09/09/2006,142279.27,163525.82,0,,,6301,25,59.32
Canada,South,City_275,741325,2013,24/04/2013,3211607.71,3228771.28,118,,,6594,45,85.01
India,West,City_97,2460184,2002,21/07/2002,1032691.91,1069922.16,0,Delayed,John Doe,662,40,55.04
Australia,South,City_285,1097155,2014,19/01/2014,259334.11,290270.5,,In Progress,,9569,4,61.02
Australia,North,City_277,2881758,2014,09/02/2014,3611021.43,3651835.93,6,,Ali Khan,5230,43,73.32
Canada,South,City_390,174537,2007,27/09/2007,651359.7,673954.83,170,Cancelled,John Doe,2304,21,90.86
Brazil,Central,City_311,3902870,2004,16/12/2004,2799407.32,2816069.75,152,Delayed,,6096,27,89.28
USA,North,City_245,843523,2001,25/02/2001,4651939.38,4666569.5,99,,John Doe,6516,38,
South Africa,East,City_460,4669055,2000,17/10/2000,2403493.71,2426014.88,85,In Progress,John Doe,4801,15,74.7
USA,East,City_229,502183,2009,07/08/2009,532047.68,572843.06,48,In Progress,,873,11,86.2
USA,Central,City_219,3004974,2016,25/10/2016,4341089.57,4349219.45,173,Cancelled,,9266,8,67.3
UK,Central,City_194,827689,2011,23/10/2011,4824517.76,4825663.97,85,In Progress,John Doe,9757,7,
Germany,East,City_96,3375106,2004,23/03/2004,269138.52,285477.84,,In Progress,Wei Zhang,1675,36,83.61
China,East,City_176,3777873,2019,20/08/2019,4420952.62,4462882.12,115,,Jane Smith,2036,30,58.92
Nigeria,North,City_370,,2007,16/05/2007,1230546.92,1277188.28,100,Cancelled,Ali Khan,7238,35,66.3
UK,South,City_235,3982166,2005,01/07/2005,4485362.13,4521268.17,0,Cancelled,,2656,16,59.84
India,West,City_240,3224787,2011,15/10/2011,3502971.16,3514744.96,,In Progress,Wei Zhang,1505,3,98.08
India,North,City_122,1888343,2022,09/07/2022,3996261.5,3993832.16,88,Delayed,John Doe,6801,37,53.93
Brazil,Central,City_15,3019791,2020,25/12/2020,674419.48,720069.86,177,Completed,Ali Khan,1567,17,71.12
China,North,City_400,3740754,2017,08/06/2017,2883788.75,2917398,0,Delayed,,2142,19,59.15
Germany,South,City_391,3427361,2005,27/05/2005,2168247.12,2209972.35,65,In Progress,Ali Khan,419,34,79.22
China,Central,City_434,796274,2013,03/01/2013,385724.77,405354.35,0,Delayed,Wei Zhang,3680,3,77.7
China,West,City_425,1058845,1996,07/07/1996,2093515.88,2097492.48,131,Delayed,Jane Smith,3044,28,60.3
Canada,Central,City_62,2299695,2009,28/11/2009,3938612.13,3939948.21,7,In Progress,Jane Smith,310,46,56.36
UK,South,City_255,4566533,2010,11/04/2010,2848633.39,2862602.61,0,Completed,,8875,44,
USA,South,City_42,2257539,2014,19/12/2014,2537617.02,2572296.41,0,,Jane Smith,5440,36,94.59
India,North,City_407,4057759,2009,10/03/2009,2141927.21,2177050.54,0,Cancelled,Wei Zhang,4501,47,91.58
Brazil,East,City_330,2096620,2004,13/02/2004,179089.7,211025.2,66,,,5555,1,58.85
USA,Central,City_43,3899363,2005,27/10/2005,24522.98,21529.41,170,Cancelled,Wei Zhang,6469,47,65.98
South Africa,North,City_495,3881713,2008,07/01/2008,1893418.71,1903939.14,0,Unknown,,2607,28,
South Africa,West,City_1,3485710,2017,22/05/2017,3270141.88,3304371.17,,Delayed,,143,27,68.1
Canada,East,City_485,4889193,2016,11/11/2016,3561678.85,3599631.5,0,Cancelled,,9579,14,60.07
USA,Central,City_289,4013892,2015,05/07/2015,456882.51,483125.56,4,Delayed,,9324,22,83.6
Canada,East,City_42,3772175,2005,23/08/2005,4497235.19,4507438.58,,In Progress,Jane Smith,6743,47,
South Africa,South,City_172,621554,2002,08/09/2002,839874.35,865806.38,76,,Wei Zhang,124,27,76.35
Canada,Central,City_459,4132466,1996,20/05/1996,255929.73,293701.37,106,,Jane Smith,9474,16,76.69
China,West,City_144,1179755,1999,12/11/1999,4761634.3,4810030.43,9,Cancelled,,9404,16,82.22
China,North,City_185,3344357,2010,14/07/2010,66409.39,87390.56,144,In Progress,Jane Smith,4503,46,
Nigeria,North,City_479,2658993,1999,09/09/1999,4138628.5,4160912.37,0,In Progress,Wei Zhang,9820,50,76.22
Australia,Central,City_225,3483344,1996,28/09/1996,4324362.84,4331473.77,0,,,6928,31,91.38
China,East,City_353,971923,2001,26/11/2001,4628560.02,4677361.18,,,,4356,25,91.1
South Africa,East,City_126,3226492,2004,02/12/2004,4408009.11,4416391.48,,In Progress,Wei Zhang,635,6,98.88
Canada,West,City_114,2639126,2001,04/12/2001,3578408.75,3580821.73,143,,,7285,2,60.41
Canada,West,City_344,2754170,2014,28/12/2014,4925199.45,4968703.21,62,Completed,,459,23,54.49
India,South,City_254,434456,2003,05/12/2003,4988693.45,5034808.68,,Delayed,Jane Smith,4771,11,56.44
Australia,East,City_162,3683764,2016,06/09/2016,3852321.21,3884919.99,89,Delayed,John Doe,606,45,55.16
Germany,South,City_357,115890,2021,27/08/2021,2389430.07,2402614.88,160,,Jane Smith,1352,42,
South Africa,South,City_342,11545,2000,18/09/2000,4340601.63,4349825.27,,Delayed,Ali Khan,3814,30,
Australia,South,City_358,4206095,2011,15/12/2011,1604019.56,1606072.07,,In Progress,Wei Zhang,1035,23,86.27
India,North,City_2,3910462,2011,06/09/2011,2383351.13,2386246.54,,Cancelled,Ali Khan,4427,40,84.48
UK,Central,City_56,3457095,2004,21/05/2004,4486311.13,4525591.09,,In Progress,Jane Smith,110,34,86.46
UK,East,City_296,2514020,2006,13/07/2006,656046.08,677454.38,120,Completed,Jane Smith,9770,34,84.38
Canada,South,City_246,2180586,2006,02/03/2006,341715.43,353905.91,0,,Jane Smith,8277,23,61.23
Australia,North,City_4,2263354,2010,09/04/2010,4001017.95,3999777.84,,,,5639,34,52.71
USA,East,City_205,2920881,1998,10/09/1998,300564.66,321756.48,0,In Progress,,7829,36,
Germany,Central,City_313,4389929,2007,04/01/2007,865255.97,875205.37,,,Wei Zhang,3036,19,65.2
Nigeria,East,City_463,4613606,2003,16/08/2003,2771268.44,2773884.66,52,In Progress,,756,15,95.38
South Africa,East,City_280,3581186,2011,27/04/2011,953358.4,975985.05,0,Completed,John Doe,4689,49,50.32
UK,Central,City_299,3798141,1998,25/02/1998,2015433.12,2033243.61,,In Progress,Jane Smith,7985,3,
China,East,City_352,861987,2015,02/07/2015,,890717.52,,,,9036,44,85.72
Canada,West,City_322,4469458,2001,07/08/2001,2643881.93,2686398.3,0,,Ali Khan,9700,33,97.73
China,Central,City_196,846104,2003,01/05/2003,3986492.96,4027904.47,161,,Jane Smith,2101,15,66.27
India,West,City_480,2338824,1998,13/03/1998,206221.92,227938.77,39,Completed,,473,29,94.94
China,North,City_87,2404487,2022,09/08/2022,4374207.15,4418868.92,,,,3648,19,69.83
Nigeria,Central,City_425,,2016,18/06/2016,3795546.16,3801594.71,88,Delayed,Ali Khan,3317,7,81.51
India,Central,City_273,2228693,2010,11/09/2010,390545.06,430944.96,151,Cancelled,Ali Khan,9126,29,96.1
Germany,North,City_73,2009989,2015,09/05/2015,1288593.21,1306887.54,,,John Doe,8656,40,50.23
Canada,North,City_319,4850262,2020,07/02/2020,4251076.42,4278373.44,0,Completed,John Doe,1636,36,53.67
China,West,City_69,4976121,2020,06/11/2020,530567.09,567384.85,81,Delayed,John Doe,1366,31,77.67
China,East,City_355,690319,2011,13/02/2011,1522883.92,1548140,,,Jane Smith,4741,29,73.81
Australia,West,City_353,1372840,1999,21/02/1999,1168541.78,1191435.61,,Completed,Ali Khan,5318,50,88.1
Germany,West,City_423,3583272,2016,26/05/2016,634563.43,677796.27,,Completed,Wei Zhang,253,46,54.11
China,North,City_285,2944665,2012,12/11/2012,3108127.98,3140732.43,,Delayed,Jane Smith,8203,35,90.31
Nigeria,West,City_300,1064264,2006,13/11/2006,460954.88,478406.16,172,,John Doe,7820,11,
South Africa,East,City_326,3979138,2014,10/03/2014,3474564.75,3500612.61,0,Delayed,,598,40,96.53
Germany,North,City_452,4965140,2001,01/09/2001,1318674.6,1317411.99,,,Jane Smith,576,7,
Brazil,South,City_147,4942243,2005,02/02/2005,2018540.06,2041568.28,,Completed,Jane Smith,5941,39,
Australia,South,City_425,2478975,1997,21/11/1997,4970668.81,4981744.22,,In Progress,Jane Smith,3593,11,95.34
China,Central,City_49,2911449,1996,02/06/1996,4722978.42,4719037.21,0,,Wei Zhang,5134,34,68.83
USA,Central,City_218,788249,2016,18/09/2016,855913.8,901858.9,137,Cancelled,Wei Zhang,4693,47,64.45
Australia,West,City_333,3768283,1996,19/11/1996,2607665.05,2614557.91,0,Completed,Ali Khan,8389,4,80
Australia,North,City_14,3778713,2004,15/05/2004,3224064.39,3258052.4,0,Cancelled,,7680,6,74.61
China,West,City_64,713731,2004,11/08/2004,1361341.61,1366463.51,,In Progress,Jane Smith,8500,15,78.72
China,Central,City_388,364368,2019,14/12/2019,4828270.53,4861141.62,178,In Progress,John Doe,1073,5,
Canada,East,City_441,279182,2014,23/04/2014,4770761.89,4802274.41,0,In Progress,,1729,47,81.49
South Africa,North,City_250,616135,2010,10/04/2010,4726332.6,4728995.96,,Cancelled,Ali Khan,4773,4,79.02
Nigeria,West,City_170,2843708,2013,22/09/2013,4167185.62,4193691.27,45,Completed,John Doe,6141,3,84.77
Germany,North,City_110,4718713,2006,15/12/2006,3424371.07,3450467.52,,In Progress,,1407,32,99.03
USA,Central,City_295,3808569,2012,12/08/2012,3620976.21,3657656.38,,Delayed,John Doe,3773,9,
Brazil,South,City_321,2380246,2021,14/01/2021,1757970.51,1761582.88,,Completed,,6330,2,84.9
Germany,South,City_156,4187504,1996,21/03/1996,753587.29,786842.5,33,In Progress,John Doe,6576,16,77.17
Australia,South,City_188,3149456,2001,15/12/2001,3029940.39,3036864.39,0,Delayed,,2075,18,82.52
Nigeria,Central,City_1,2383821,1999,23/01/1999,3063940.99,3110670.91,0,Completed,,1752,35,50.59
South Africa,West,City_114,1781082,2022,18/10/2022,1315020.07,1331334.92,,,,8647,31,68.85
India,Central,City_120,4764904,2000,19/06/2000,2824402.77,2842649.81,37,Delayed,Wei Zhang,6073,43,50.54
South Africa,Central,City_406,1596598,2004,27/06/2004,273577.69,294440.32,0,Completed,Wei Zhang,3376,7,64.77
USA,East,City_426,3703140,2007,15/09/2007,2771171.27,2807765.78,0,Completed,,7847,8,57.78
India,South,City_79,2338959,2006,25/07/2006,113475.59,132016.58,,,John Doe,1163,22,72.76
China,North,City_245,3114066,2005,09/08/2005,660480.75,682119.32,,In Progress,,1551,40,90.47
Germany,North,City_63,1353652,2016,03/05/2016,1312006.23,1344120.27,0,Cancelled,,3660,47,72.35
USA,South,City_223,3442730,1996,19/07/1996,840803.48,868846.58,0,Delayed,John Doe,420,1,52.44
South Africa,North,City_444,3366402,2016,16/05/2016,1253269.27,1288521.22,,Cancelled,Wei Zhang,3178,14,75.76
Australia,North,City_41,1703839,2019,06/08/2019,2220930.7,2242157.68,,Delayed,,5012,5,81.45
Germany,South,City_456,798431,2000,22/06/2000,101905.2,133345.05,0,,Wei Zhang,3860,30,91.79
Brazil,North,City_134,1153178,1997,25/01/1997,1039112.77,1085685.48,107,,,3231,17,83.51
USA,South,City_374,3030316,2011,16/07/2011,1546306.16,1548206,140,Cancelled,Wei Zhang,9269,31,70.2
South Africa,South,City_426,344527,1998,13/08/1998,2419206.73,2448904.83,,,Ali Khan,3068,12,99.5
Germany,South,City_285,2871054,2010,09/11/2010,1671149.68,1719852.88,50,Completed,Ali Khan,420,20,76.53
Canada,South,City_26,3256801,2020,26/12/2020,2497666.53,2540915.33,71,,,3618,22,97.13
USA,East,City_24,2355187,2007,13/12/2007,2817301.33,2818834.06,108,,Jane Smith,2032,19,50.27
South Africa,South,City_477,4432360,2002,11/08/2002,4802114.16,4841205.62,0,Completed,Wei Zhang,7503,5,57.61
Brazil,North,City_114,613658,2007,13/10/2007,2099259.75,2147394.86,29,,,4699,22,70.31
UK,North,City_179,1661135,2008,11/08/2008,2034775.33,2053345.91,,Cancelled,Jane Smith,5007,33,76.07
India,West,City_342,2303235,2010,21/01/2010,3215389.07,3259487.77,,,Jane Smith,200,26,
South Africa,East,City_484,,2002,11/04/2002,2103768.67,2125401.23,143,In Progress,Jane Smith,4633,10,53.14
Canada,West,City_235,2147240,2021,08/01/2021,3925850.86,3930489.71,0,Completed,Jane Smith,6523,48,
UK,Central,City_296,559067,2003,08/02/2003,2307137.3,2331585.39,0,Delayed,Ali Khan,5513,44,87.14
Australia,West,City_309,2070637,1996,03/06/1996,1504609.62,1553570.61,,Delayed,,8631,7,
USA,Central,City_39,3610385,2000,13/04/2000,1056662.81,1099312.72,0,Cancelled,Wei Zhang,5098,14,64.8
Canada,South,City_445,2490662,2008,06/01/2008,296469.97,302161.72,,Cancelled,,7975,48,55.64
USA,South,City_401,303326,2014,05/01/2014,1968317.27,1971434.89,,In Progress,John Doe,7246,9,65.7
Canada,South,City_191,1396183,2016,03/07/2016,1486673.29,1527897.36,0,,Jane Smith,3058,31,58.98
Australia,East,City_226,4526078,2018,17/04/2018,3368500.04,3396259.77,0,,,765,29,89.74
UK,West,City_262,4883559,2015,06/12/2015,1943738.22,1987578.4,0,,,6488,14,51.57
Germany,South,City_190,2985028,2003,04/05/2003,2527409.8,2541713.41,,,,5953,4,83.09
China,West,City_344,2676349,2018,23/08/2018,4481774.67,4505766.27,,,,6199,1,91.56
Germany,South,City_153,2812057,2018,14/03/2018,4039880.81,4048325.72,,,Wei Zhang,4920,4,91.19
Canada,North,City_103,1807777,2006,26/12/2006,1025548.5,1049019.27,0,Cancelled,John Doe,6219,3,61.25
Germany,West,City_468,1518957,2018,11/09/2018,4156133.36,4205018.42,107,Cancelled,,2856,1,68.32
South Africa,West,City_258,4150264,2006,26/02/2006,410729.81,416542.77,0,Unknown,Wei Zhang,2135,34,59.1
South Africa,North,City_131,1553346,2013,03/12/2013,2773626.67,2798476.68,0,,Jane Smith,6280,5,79.1
China,East,City_190,4241419,2005,04/03/2005,630506.98,638414.42,0,Delayed,Jane Smith,2959,3,99.99
India,East,City_378,1888518,1999,04/03/1999,1997158.33,2043378.27,,Cancelled,Ali Khan,4988,32,71.27
USA,South,City_283,86010,2013,28/11/2013,764866.12,789821.88,,In Progress,Ali Khan,5333,40,60.11
China,Central,City_47,223421,2008,20/04/2008,,966155.86,,Cancelled,,2786,1,
South Africa,Central,City_499,944691,2002,06/07/2002,3461183.37,3458155.79,,In Progress,Ali Khan,1588,15,53.09
UK,West,City_209,2329457,1998,12/02/1998,4500067.17,4498093.69,,Completed,John Doe,8038,16,
China,South,City_221,3953014,2007,01/12/2007,773622.66,806210.12,,In Progress,Wei Zhang,3466,13,99.3
India,North,City_341,4676783,2013,25/07/2013,2941515,2970112.18,167,Cancelled,,1647,26,58.97
Germany,Central,City_272,334595,2022,17/08/2022,237950.29,272236.55,168,Delayed,Jane Smith,2418,8,85.5
South Africa,North,City_347,284000,2012,01/07/2012,894893.53,896130.7,0,Cancelled,John Doe,3911,47,69.18
Canada,Central,City_221,4355337,2013,17/10/2013,204592.18,200391.17,140,In Progress,,1874,12,79.51
India,South,City_92,1745721,2015,17/06/2015,2102801.89,2127219.14,0,In Progress,,4723,21,
Nigeria,Central,City_275,2423901,2004,20/11/2004,1114904.34,1136033.58,,In Progress,Jane Smith,6247,25,70.51
USA,South,City_447,3339923,2017,13/08/2017,420593.42,461648.57,59,Completed,Jane Smith,9101,5,60.72
Brazil,South,City_34,1821534,2001,13/02/2001,2565329.33,2564962.86,38,,,8128,26,55.91
Brazil,Central,City_294,2358665,2005,03/11/2005,3837713.42,3871693.98,,Delayed,Wei Zhang,5399,18,72.36
China,South,City_82,232017,2003,12/11/2003,3079994.12,3086061.18,,,,4309,18,86.97
USA,North,City_133,2733063,2002,15/03/2002,948607.24,984552.74,0,Completed,Ali Khan,9560,45,74.3
India,South,City_121,3671076,2009,07/05/2009,1808342.95,1838888.97,0,,Jane Smith,6079,39,52.28
China,West,City_386,4010517,2005,28/01/2005,2577251.63,2622828.56,0,Completed,John Doe,6693,31,61.98
South Africa,West,City_236,2380874,2022,19/07/2022,1206230.59,1215994,0,,Jane Smith,7731,2,60.44
Australia,South,City_204,4769508,2021,20/10/2021,1822210.73,1854167.67,130,Completed,Jane Smith,3911,21,99.66
Brazil,North,City_281,4761769,2017,03/10/2017,204313.49,227493.15,,Cancelled,Jane Smith,3942,17,90.19
India,West,City_46,2747729,1996,24/04/1996,3982717.89,4010675.59,,,Jane Smith,2054,24,77.09
India,Central,City_77,1416842,1997,01/06/1997,1256645.86,1259561.55,0,In Progress,Ali Khan,9667,16,77.94
Germany,South,City_315,2431249,2016,18/04/2016,2937863.79,2977882.17,,Delayed,,196,3,53.11
Australia,Central,City_101,3879071,2000,09/09/2000,221414.11,251158.36,45,,,536,44,72.37
UK,Central,City_407,3982613,2003,10/11/2003,1718793.15,1732911.49,103,,Wei Zhang,4540,49,86.77
Germany,West,City_446,2592178,2017,04/12/2017,4951571.53,4966365.15,,Completed,,2052,44,69.16
Nigeria,Central,City_229,4106226,2015,11/04/2015,673662.25,710834.05,,,Wei Zhang,3077,45,81.81
Brazil,South,City_174,3280103,2022,01/02/2022,321299.31,352802.99,0,In Progress,,681,39,64.43
Australia,North,City_6,703716,2017,23/04/2017,865552.15,886548.73,,Cancelled,John Doe,288,39,76.97
South Africa,North,City_378,1305182,2003,17/06/2003,4407619.44,4457398.46,,Cancelled,Jane Smith,3040,32,64.83
Canada,West,City_403,,2013,05/02/2013,207080.17,233460.25,0,,,6029,29,84.45
Germany,South,City_66,3503946,2001,26/07/2001,2562253.11,2610631.68,143,,Jane Smith,703,11,97.92
Australia,South,City_318,4475672,1997,01/03/1997,3965432.41,3993519.8,133,Completed,John Doe,9072,17,55.01
South Africa,North,City_29,2994436,2014,03/11/2014,2384913.2,2402577.42,0,Completed,Wei Zhang,2213,31,
Canada,East,City_220,2186908,2020,16/10/2020,854357.8,903742.09,161,,Ali Khan,8561,39,55.08
Canada,South,City_380,2796912,2011,14/05/2011,3640500.38,3689074.6,,Cancelled,Ali Khan,2338,22,65.43
South Africa,North,City_181,2393090,2010,14/05/2010,2130845.7,2157645.85,0,Completed,Ali Khan,2766,7,72.22
USA,East,City_369,3774413,2008,14/01/2008,2709503.75,2758560.93,,Delayed,Ali Khan,3550,17,60.84
India,West,City_71,4449216,2022,27/09/2022,2376066.43,2371687.91,161,Delayed,John Doe,4702,44,91.36
USA,Central,City_179,1901520,2012,16/03/2012,2339865.65,2362617.41,,Cancelled,Jane Smith,9276,23,52.48
Nigeria,Central,City_174,2042639,2021,03/05/2021,2002955.7,2018771.4,0,,John Doe,7070,3,73.78
UK,Central,City_126,1062554,2009,22/12/2009,1739092.93,1785867.67,,Cancelled,Ali Khan,124,27,85.8
